Time,Event,Value
505.619,AccDirty,23
505.619,AccDirty,23
505.620,AccDirty,30
505.620,AccDirty,37
505.620,AccDirty,37
505.620,AccDirty,44
505.620,AccDirty,44
505.621,AccDirty,51
505.621,AccDirty,51
505.621,AccDirty,51
505.622,AccDirty,51
505.622,AccDirty,58
505.622,AccPause,57
505.680,AccDirty,58
505.680,AccPause,57
505.738,AccDirty,58
505.738,AccPause,57
505.796,AccDirty,58
505.798,AccPause,57
505.856,AccDirty,58
505.856,AccPause,57
505.914,AccDirty,58
505.914,AccPause,65
505.986,AccDirty,65
505.986,AccPause,65
506.058,AccDirty,65
506.058,AccPause,130
506.130,AccDirty,65
506.130,AccPause,195
506.202,AccDirty,65
506.202,AccPause,260
506.274,AccDirty,65
506.274,AccPause,325
506.346,AccDirty,65
506.346,AccPause,390
506.418,AccDirty,65
506.418,AccPause,455
506.490,AccDirty,65
506.490,AccPause,520
506.562,AccDirty,65
506.562,AccPause,585
506.634,AccDirty,65
506.634,AccPause,650
506.706,AccDirty,65
506.706,AccPause,715
506.778,AccDirty,65
506.778,AccPause,780
506.850,AccDirty,65
506.850,AccPause,845
506.922,AccDirty,65
506.922,AccPause,910
506.994,AccDirty,65
506.994,AccPause,975
507.066,AccDirty,65
507.066,AccPause,1040
507.138,AccDirty,65
507.138,AccPause,1105
507.210,AccDirty,65
507.210,AccPause,1170
507.282,AccDirty,65
507.282,AccPause,1235
507.354,AccDirty,65
507.354,AccPause,1300
507.426,AccDirty,65
507.426,AccPause,1365
507.498,AccDirty,65
507.498,AccPause,1430
507.570,AccDirty,65
507.570,AccPause,1495
507.642,AccDirty,65
507.642,AccPause,1560
507.714,AccDirty,65
507.714,AccPause,1625
507.786,AccDirty,65
507.786,AccPause,1690
507.858,AccDirty,65
507.858,AccPause,1755
507.930,AccDirty,65
507.930,AccPause,1820
508.002,AccDirty,65
508.002,AccPause,1885
508.074,AccDirty,65
508.074,AccPause,1950
508.146,AccDirty,65
508.146,AccPause,2015
508.218,AccDirty,65
508.218,AccPause,2080
508.290,AccDirty,65
508.290,AccPause,2145
508.362,AccDirty,65
508.362,AccPause,2210
508.434,AccDirty,65
508.434,AccPause,2275
508.506,AccDirty,65
508.506,AccPause,2340
508.578,AccDirty,65
508.578,AccPause,2405
508.650,AccDirty,65
508.650,AccPause,2470
508.722,AccDirty,65
508.722,AccPause,2535
508.794,AccDirty,65
508.794,AccPause,2600
508.866,AccDirty,65
508.866,AccPause,2665
508.938,AccDirty,65
508.938,AccPause,2730
509.010,AccDirty,65
509.010,AccPause,2795
509.082,AccDirty,65
509.082,AccPause,2860
509.154,AccDirty,65
509.154,AccPause,2925
509.226,AccDirty,65
509.226,AccPause,2990
509.298,AccDirty,65
509.298,AccPause,3055
509.370,AccDirty,65
509.370,AccPause,3120
509.442,AccDirty,65
509.442,AccPause,3185
509.514,AccDirty,65
509.514,AccPause,3250
509.586,AccDirty,65
509.587,AccPause,3315
509.658,AccDirty,65
509.658,AccPause,3380
509.730,AccDirty,65
509.730,AccPause,3445
509.802,AccDirty,65
509.802,AccPause,3510
509.874,AccDirty,65
509.874,AccPause,3575
509.946,AccDirty,65
509.946,AccPause,3640
510.018,AccDirty,65
510.018,AccPause,3705
510.090,AccDirty,65
510.090,AccPause,3770
510.162,AccDirty,65
510.162,AccPause,3835
510.234,AccDirty,65
510.234,AccPause,3900
510.306,AccDirty,65
510.306,AccPause,3965
510.378,AccDirty,65
510.378,AccPause,4030
510.450,AccDirty,65
510.450,AccPause,4095
510.522,AccDirty,65
510.522,AccPause,4160
510.594,AccDirty,65
510.594,AccPause,4225
510.666,AccDirty,69
510.667,AccPause,4290
510.738,AccDirty,0
510.738,AccDirty,0
510.739,AccDirty,7
510.739,AccDirty,7
510.739,AccDirty,14
510.739,AccDirty,21
510.740,AccDirty,21
510.740,AccDirty,28
510.740,AccDirty,28
510.740,AccDirty,35
510.740,AccDirty,35
510.741,AccDirty,42
510.741,AccDirty,49
510.741,AccDirty,49
510.741,AccDirty,49
510.741,AccDirty,49
510.742,AccDirty,49
510.742,AccDirty,56
510.742,AccPause,57
510.799,AccDirty,57
510.799,AccPause,57
510.857,AccDirty,58
510.857,AccPause,57
510.915,AccDirty,59
510.915,AccPause,57
510.973,AccDirty,60
510.973,AccPause,57
511.031,AccDirty,61
511.031,AccPause,57
511.089,AccDirty,62
511.089,AccPause,57
511.147,AccDirty,63
511.147,AccPause,65
511.218,AccDirty,64
511.218,AccPause,65
511.290,AccDirty,65
511.290,AccPause,130
511.362,AccDirty,65
511.362,AccPause,195
511.434,AccDirty,65
511.434,AccPause,260
511.506,AccDirty,65
511.506,AccPause,325
511.578,AccDirty,65
511.578,AccPause,390
511.650,AccDirty,65
511.650,AccPause,455
511.722,AccDirty,65
511.722,AccPause,520
511.794,AccDirty,65
511.794,AccPause,585
511.866,AccDirty,65
511.866,AccPause,650
511.938,AccDirty,65
511.938,AccPause,715
512.010,AccDirty,65
512.010,AccPause,780
512.082,AccDirty,65
512.082,AccPause,845
512.154,AccDirty,65
512.154,AccPause,910
512.226,AccDirty,65
512.226,AccPause,975
512.298,AccDirty,65
512.298,AccPause,1040
512.370,AccDirty,65
512.370,AccPause,1105
512.442,AccDirty,65
512.442,AccPause,1170
512.514,AccDirty,65
512.514,AccPause,1235
512.586,AccDirty,65
512.586,AccPause,1300
512.658,AccDirty,65
512.658,AccPause,1365
512.730,AccDirty,65
512.730,AccPause,1430
512.802,AccDirty,65
512.802,AccPause,1495
512.874,AccDirty,65
512.874,AccPause,1560
512.946,AccDirty,65
512.946,AccPause,1625
513.018,AccDirty,65
513.018,AccPause,1690
513.090,AccDirty,65
513.090,AccPause,1755
513.162,AccDirty,65
513.162,AccPause,1820
513.234,AccDirty,65
513.234,AccPause,1885
513.306,AccDirty,65
513.306,AccPause,1950
513.378,AccDirty,65
513.378,AccPause,2015
513.450,AccDirty,65
513.450,AccPause,2080
513.522,AccDirty,65
513.522,AccPause,2145
513.594,AccDirty,65
513.594,AccPause,2210
513.666,AccDirty,65
513.666,AccPause,2275
513.738,AccDirty,65
513.738,AccPause,2340
513.810,AccDirty,65
513.810,AccPause,2405
513.882,AccDirty,65
513.882,AccPause,2470
513.954,AccDirty,65
513.954,AccPause,2535
514.026,AccDirty,65
514.026,AccPause,2600
514.098,AccDirty,65
514.098,AccPause,2665
514.170,AccDirty,65
514.170,AccPause,2730
514.242,AccDirty,65
514.242,AccPause,2795
514.314,AccDirty,65
514.314,AccPause,2860
514.386,AccDirty,65
514.386,AccPause,2925
514.458,AccDirty,65
514.458,AccPause,2990
514.530,AccDirty,65
514.530,AccPause,3055
514.602,AccDirty,65
514.602,AccPause,3120
514.674,AccDirty,65
514.674,AccPause,3185
514.745,AccDirty,65
514.746,AccPause,3250
514.818,AccDirty,65
514.818,AccPause,3315
514.889,AccDirty,65
514.890,AccPause,3380
514.961,AccDirty,65
514.962,AccPause,3445
515.033,AccDirty,65
515.034,AccPause,3510
515.105,AccDirty,65
515.106,AccPause,3575
515.177,AccDirty,65
515.178,AccPause,3640
515.249,AccDirty,65
515.250,AccPause,3705
515.321,AccDirty,65
515.322,AccPause,3770
515.393,AccDirty,65
515.393,AccPause,3835
515.465,AccDirty,65
515.466,AccPause,3900
515.537,AccDirty,65
515.538,AccPause,3965
515.609,AccDirty,65
515.610,AccPause,4030
515.681,AccDirty,65
515.681,AccPause,4095
515.753,AccDirty,65
515.755,AccPause,4160
515.825,AccDirty,2
515.826,AccDirty,2
515.826,AccDirty,2
515.826,AccDirty,9
515.826,AccDirty,9
515.827,AccDirty,16
515.827,AccDirty,16
515.827,AccDirty,23
515.827,AccDirty,23
515.827,AccDirty,30
515.828,AccDirty,37
515.828,AccDirty,37
515.828,AccDirty,44
515.828,AccDirty,44
515.828,AccDirty,51
515.829,AccDirty,51
515.829,AccDirty,51
515.829,AccDirty,51
515.829,AccDirty,58
515.829,AccPause,57
515.887,AccDirty,58
515.888,AccPause,57
515.947,AccDirty,58
515.947,AccPause,57
516.005,AccDirty,58
516.005,AccPause,57
516.063,AccDirty,58
516.063,AccPause,57
516.120,AccDirty,58
516.121,AccPause,57
516.179,AccDirty,58
516.179,AccPause,65
516.250,AccDirty,65
516.250,AccPause,65
516.321,AccDirty,65
516.321,AccPause,130
516.393,AccDirty,65
516.393,AccPause,195
516.465,AccDirty,65
516.466,AccPause,260
516.537,AccDirty,65
516.537,AccPause,325
516.609,AccDirty,65
516.609,AccPause,390
516.681,AccDirty,65
516.681,AccPause,455
516.753,AccDirty,65
516.754,AccPause,520
516.825,AccDirty,65
516.825,AccPause,585
516.897,AccDirty,65
516.897,AccPause,650
516.969,AccDirty,65
516.969,AccPause,715
517.041,AccDirty,65
517.041,AccPause,780
517.113,AccDirty,65
517.114,AccPause,845
517.185,AccDirty,65
517.185,AccPause,910
517.257,AccDirty,65
517.257,AccPause,975
517.329,AccDirty,65
517.329,AccPause,1040
517.401,AccDirty,65
517.401,AccPause,1105
517.473,AccDirty,65
517.473,AccPause,1170
517.545,AccDirty,65
517.545,AccPause,1235
517.617,AccDirty,65
517.617,AccPause,1300
517.689,AccDirty,65
517.689,AccPause,1365
517.761,AccDirty,65
517.761,AccPause,1430
517.833,AccDirty,65
517.833,AccPause,1495
517.905,AccDirty,65
517.905,AccPause,1560
517.977,AccDirty,65
517.977,AccPause,1625
518.049,AccDirty,65
518.049,AccPause,1690
518.121,AccDirty,65
518.121,AccPause,1755
518.193,AccDirty,65
518.193,AccPause,1820
518.265,AccDirty,65
518.265,AccPause,1885
518.337,AccDirty,65
518.337,AccPause,1950
518.409,AccDirty,65
518.409,AccPause,2015
518.481,AccDirty,65
518.481,AccPause,2080
518.553,AccDirty,65
518.553,AccPause,2145
518.625,AccDirty,65
518.625,AccPause,2210
518.697,AccDirty,65
518.697,AccPause,2275
518.769,AccDirty,65
518.769,AccPause,2340
518.841,AccDirty,65
518.841,AccPause,2405
518.913,AccDirty,65
518.913,AccPause,2470
518.985,AccDirty,65
518.985,AccPause,2535
519.057,AccDirty,65
519.057,AccPause,2600
519.129,AccDirty,65
519.129,AccPause,2665
519.201,AccDirty,65
519.201,AccPause,2730
519.273,AccDirty,65
519.273,AccPause,2795
519.345,AccDirty,65
519.345,AccPause,2860
519.417,AccDirty,65
519.417,AccPause,2925
519.489,AccDirty,65
519.489,AccPause,2990
519.561,AccDirty,65
519.561,AccPause,3055
519.633,AccDirty,65
519.633,AccPause,3120
519.705,AccDirty,65
519.705,AccPause,3185
519.777,AccDirty,65
519.777,AccPause,3250
519.849,AccDirty,65
519.849,AccPause,3315
519.921,AccDirty,65
519.921,AccPause,3380
519.993,AccDirty,65
519.993,AccPause,3445
520.065,AccDirty,65
520.065,AccPause,3510
520.137,AccDirty,65
520.137,AccPause,3575
520.209,AccDirty,65
520.209,AccPause,3640
520.281,AccDirty,65
520.281,AccPause,3705
520.353,AccDirty,65
520.353,AccPause,3770
520.425,AccDirty,65
520.425,AccPause,3835
520.497,AccDirty,65
520.497,AccPause,3900
520.569,AccDirty,65
520.569,AccPause,3965
520.641,AccDirty,65
520.641,AccPause,4030
520.713,AccDirty,65
520.713,AccPause,4095
520.785,AccDirty,65
520.785,AccPause,4160
520.857,AccDirty,69
520.858,AccPause,4225
520.929,AccDirty,0
520.929,AccDirty,0
520.929,AccDirty,0
520.930,AccDirty,7
520.930,AccDirty,7
520.930,AccDirty,14
520.930,AccDirty,21
520.930,AccDirty,21
520.930,AccDirty,28
520.931,AccDirty,28
520.931,AccDirty,35
520.931,AccDirty,35
520.931,AccDirty,42
520.931,AccDirty,49
520.932,AccDirty,49
520.932,AccDirty,49
520.932,AccDirty,49
520.932,AccDirty,56
520.933,AccPause,57
520.990,AccDirty,56
520.990,AccPause,57
521.048,AccDirty,57
521.048,AccPause,57
521.106,AccDirty,58
521.106,AccPause,57
521.164,AccDirty,59
521.164,AccPause,57
521.222,AccDirty,60
521.222,AccPause,57
521.280,AccDirty,61
521.280,AccPause,57
521.338,AccDirty,62
521.338,AccPause,57
521.396,AccDirty,63
521.396,AccPause,65
521.465,AccDirty,64
521.465,AccPause,65
521.537,AccDirty,65
521.537,AccPause,130
521.609,AccDirty,65
521.609,AccPause,195
521.681,AccDirty,65
521.681,AccPause,260
521.753,AccDirty,65
521.753,AccPause,325
521.825,AccDirty,65
521.825,AccPause,390
521.897,AccDirty,65
521.897,AccPause,455
521.969,AccDirty,65
521.969,AccPause,520
522.041,AccDirty,65
522.042,AccPause,585
522.113,AccDirty,65
522.113,AccPause,650
522.185,AccDirty,65
522.185,AccPause,715
522.257,AccDirty,65
522.257,AccPause,780
522.329,AccDirty,65
522.329,AccPause,845
522.401,AccDirty,65
522.401,AccPause,910
522.473,AccDirty,65
522.473,AccPause,975
522.545,AccDirty,65
522.545,AccPause,1040
522.617,AccDirty,65
522.617,AccPause,1105
522.689,AccDirty,65
522.689,AccPause,1170
522.761,AccDirty,65
522.761,AccPause,1235
522.833,AccDirty,65
522.833,AccPause,1300
522.905,AccDirty,65
522.905,AccPause,1365
522.977,AccDirty,65
522.977,AccPause,1430
523.048,AccDirty,65
523.049,AccPause,1495
523.120,AccDirty,65
523.121,AccPause,1560
523.192,AccDirty,65
523.193,AccPause,1625
523.264,AccDirty,65
523.265,AccPause,1690
523.336,AccDirty,65
523.337,AccPause,1755
523.408,AccDirty,65
523.409,AccPause,1820
523.480,AccDirty,65
523.480,AccPause,1885
523.552,AccDirty,65
523.553,AccPause,1950
523.624,AccDirty,65
523.624,AccPause,2015
523.696,AccDirty,65
523.696,AccPause,2080
523.768,AccDirty,65
523.768,AccPause,2145
523.840,AccDirty,65
523.840,AccPause,2210
523.912,AccDirty,65
523.912,AccPause,2275
523.984,AccDirty,65
523.984,AccPause,2340
524.057,AccDirty,65
524.057,AccPause,2405
524.128,AccDirty,65
524.129,AccPause,2470
524.200,AccDirty,65
524.200,AccPause,2535
524.272,AccDirty,65
524.272,AccPause,2600
524.344,AccDirty,65
524.344,AccPause,2665
524.416,AccDirty,65
524.416,AccPause,2730
524.488,AccDirty,65
524.488,AccPause,2795
524.560,AccDirty,65
524.561,AccPause,2860
524.632,AccDirty,65
524.632,AccPause,2925
524.704,AccDirty,65
524.704,AccPause,2990
524.776,AccDirty,65
524.776,AccPause,3055
524.848,AccDirty,65
524.848,AccPause,3120
524.920,AccDirty,65
524.921,AccPause,3185
524.992,AccDirty,65
524.992,AccPause,3250
525.064,AccDirty,65
525.064,AccPause,3315
525.136,AccDirty,65
525.136,AccPause,3380
525.208,AccDirty,65
525.208,AccPause,3445
525.280,AccDirty,65
525.280,AccPause,3510
525.352,AccDirty,65
525.352,AccPause,3575
525.424,AccDirty,65
525.424,AccPause,3640
525.497,AccDirty,65
525.497,AccPause,3705
525.568,AccDirty,65
525.568,AccPause,3770
525.640,AccDirty,65
525.640,AccPause,3835
525.712,AccDirty,65
525.713,AccPause,3900
525.784,AccDirty,65
525.784,AccPause,3965
525.857,AccDirty,65
525.857,AccPause,4030
525.929,AccDirty,65
525.930,AccPause,4095
526.001,AccDirty,2
526.001,AccDirty,2
526.001,AccDirty,2
526.001,AccDirty,9
526.002,AccDirty,9
526.002,AccDirty,16
526.002,AccDirty,16
526.002,AccDirty,23
526.002,AccDirty,23
526.003,AccDirty,30
526.003,AccDirty,37
526.003,AccDirty,37
526.003,AccDirty,44
526.003,AccDirty,44
526.004,AccDirty,51
526.004,AccDirty,51
526.004,AccDirty,51
526.005,AccDirty,51
526.005,AccDirty,58
526.005,AccPause,57
526.063,AccDirty,58
526.063,AccPause,57
526.121,AccDirty,58
526.121,AccPause,57
526.179,AccDirty,58
526.179,AccPause,57
526.237,AccDirty,58
526.237,AccPause,57
526.295,AccDirty,58
526.295,AccPause,57
526.353,AccDirty,58
526.353,AccPause,65
526.425,AccDirty,64
526.425,AccPause,65
526.497,AccDirty,65
526.497,AccPause,130
526.569,AccDirty,65
526.570,AccPause,195
526.641,AccDirty,65
526.641,AccPause,260
526.714,AccDirty,65
526.714,AccPause,325
526.786,AccDirty,65
526.786,AccPause,390
526.858,AccDirty,65
526.858,AccPause,455
526.930,AccDirty,65
526.930,AccPause,520
527.002,AccDirty,65
527.002,AccPause,585
527.074,AccDirty,65
527.074,AccPause,650
527.146,AccDirty,65
527.146,AccPause,715
527.218,AccDirty,65
527.218,AccPause,780
527.290,AccDirty,65
527.290,AccPause,845
527.362,AccDirty,65
527.362,AccPause,910
527.434,AccDirty,65
527.434,AccPause,975
527.507,AccDirty,65
527.508,AccPause,1040
527.579,AccDirty,65
527.579,AccPause,1105
527.651,AccDirty,65
527.651,AccPause,1170
527.723,AccDirty,65
527.723,AccPause,1235
527.795,AccDirty,65
527.795,AccPause,1300
527.867,AccDirty,65
527.867,AccPause,1365
527.939,AccDirty,65
527.939,AccPause,1430
528.011,AccDirty,65
528.011,AccPause,1495
528.083,AccDirty,65
528.083,AccPause,1560
528.155,AccDirty,65
528.155,AccPause,1625
528.227,AccDirty,65
528.227,AccPause,1690
528.299,AccDirty,65
528.299,AccPause,1755
528.371,AccDirty,65
528.372,AccPause,1820
528.444,AccDirty,65
528.444,AccPause,1885
528.516,AccDirty,65
528.516,AccPause,1950
528.588,AccDirty,65
528.588,AccPause,2015
528.660,AccDirty,65
528.660,AccPause,2080
528.732,AccDirty,65
528.732,AccPause,2145
528.804,AccDirty,65
528.804,AccPause,2210
528.876,AccDirty,65
528.876,AccPause,2275
528.948,AccDirty,65
528.948,AccPause,2340
529.020,AccDirty,65
529.020,AccPause,2405
529.092,AccDirty,65
529.093,AccPause,2470
529.164,AccDirty,65
529.164,AccPause,2535
529.236,AccDirty,65
529.237,AccPause,2600
529.309,AccDirty,65
529.309,AccPause,2665
529.381,AccDirty,65
529.381,AccPause,2730
529.453,AccDirty,65
529.453,AccPause,2795
529.525,AccDirty,65
529.525,AccPause,2860
529.597,AccDirty,65
529.597,AccPause,2925
529.669,AccDirty,65
529.669,AccPause,2990
529.741,AccDirty,65
529.741,AccPause,3055
529.813,AccDirty,65
529.813,AccPause,3120
529.885,AccDirty,65
529.886,AccPause,3185
529.957,AccDirty,65
529.957,AccPause,3250
530.029,AccDirty,65
530.029,AccPause,3315
530.101,AccDirty,65
530.102,AccPause,3380
530.174,AccDirty,65
530.175,AccPause,3445
530.246,AccDirty,65
530.246,AccPause,3510
530.318,AccDirty,65
530.318,AccPause,3575
530.390,AccDirty,65
530.390,AccPause,3640
530.462,AccDirty,65
530.462,AccPause,3705
530.534,AccDirty,65
530.534,AccPause,3770
530.606,AccDirty,65
530.607,AccPause,3835
530.678,AccDirty,65
530.678,AccPause,3900
530.750,AccDirty,65
530.750,AccPause,3965
530.822,AccDirty,65
530.823,AccPause,4030
530.894,AccDirty,65
530.894,AccPause,4095
530.966,AccDirty,65
530.967,AccPause,4160
531.039,AccDirty,69
531.040,AccPause,4225
531.111,AccDirty,0
531.111,AccDirty,0
531.111,AccDirty,7
531.113,AccDirty,7
531.113,AccDirty,14
531.114,AccDirty,21
531.114,AccDirty,21
531.114,AccDirty,28
531.114,AccDirty,28
531.114,AccDirty,35
531.114,AccDirty,35
531.115,AccDirty,42
531.115,AccDirty,49
531.115,AccDirty,49
531.115,AccDirty,49
531.115,AccDirty,49
531.115,AccDirty,56
531.115,AccPause,57
531.173,AccDirty,57
531.173,AccPause,57
531.231,AccDirty,58
531.231,AccPause,57
531.289,AccDirty,59
531.289,AccPause,57
531.347,AccDirty,60
531.347,AccPause,57
531.405,AccDirty,61
531.405,AccPause,57
531.463,AccDirty,62
531.463,AccPause,57
531.522,AccDirty,63
531.522,AccPause,65
531.592,AccDirty,64
531.592,AccPause,65
531.663,AccDirty,65
531.663,AccPause,130
531.735,AccDirty,65
531.735,AccPause,195
531.807,AccDirty,65
531.807,AccPause,260
531.880,AccDirty,65
531.880,AccPause,325
531.952,AccDirty,65
531.952,AccPause,390
532.024,AccDirty,65
532.024,AccPause,455
532.096,AccDirty,65
532.096,AccPause,520
532.168,AccDirty,65
532.168,AccPause,585
532.240,AccDirty,65
532.240,AccPause,650
532.312,AccDirty,65
532.312,AccPause,715
532.384,AccDirty,65
532.384,AccPause,780
532.456,AccDirty,65
532.456,AccPause,845
532.528,AccDirty,65
532.528,AccPause,910
532.600,AccDirty,65
532.601,AccPause,975
532.672,AccDirty,65
532.673,AccPause,1040
532.745,AccDirty,65
532.745,AccPause,1105
532.817,AccDirty,65
532.817,AccPause,1170
532.889,AccDirty,65
532.889,AccPause,1235
532.961,AccDirty,65
532.961,AccPause,1300
533.033,AccDirty,65
533.033,AccPause,1365
533.105,AccDirty,65
533.105,AccPause,1430
533.177,AccDirty,65
533.177,AccPause,1495
533.249,AccDirty,65
533.249,AccPause,1560
533.321,AccDirty,65
533.321,AccPause,1625
533.393,AccDirty,65
533.393,AccPause,1690
533.465,AccDirty,65
533.465,AccPause,1755
533.537,AccDirty,65
533.538,AccPause,1820
533.610,AccDirty,65
533.610,AccPause,1885
533.682,AccDirty,65
533.682,AccPause,1950
533.754,AccDirty,65
533.754,AccPause,2015
533.826,AccDirty,65
533.826,AccPause,2080
533.898,AccDirty,65
533.898,AccPause,2145
533.970,AccDirty,65
533.970,AccPause,2210
534.042,AccDirty,65
534.042,AccPause,2275
534.114,AccDirty,65
534.114,AccPause,2340
534.186,AccDirty,65
534.186,AccPause,2405
534.258,AccDirty,65
534.259,AccPause,2470
534.330,AccDirty,65
534.330,AccPause,2535
534.402,AccDirty,65
534.403,AccPause,2600
534.475,AccDirty,65
534.475,AccPause,2665
534.547,AccDirty,65
534.547,AccPause,2730
534.619,AccDirty,65
534.619,AccPause,2795
534.691,AccDirty,65
534.691,AccPause,2860
534.763,AccDirty,65
534.763,AccPause,2925
534.835,AccDirty,65
534.835,AccPause,2990
534.907,AccDirty,65
534.908,AccPause,3055
534.979,AccDirty,65
534.979,AccPause,3120
535.051,AccDirty,65
535.051,AccPause,3185
535.123,AccDirty,65
535.123,AccPause,3250
535.195,AccDirty,65
535.196,AccPause,3315
535.267,AccDirty,65
535.268,AccPause,3380
535.340,AccDirty,65
535.340,AccPause,3445
535.412,AccDirty,65
535.412,AccPause,3510
535.484,AccDirty,65
535.484,AccPause,3575
535.556,AccDirty,65
535.556,AccPause,3640
535.628,AccDirty,65
535.628,AccPause,3705
535.700,AccDirty,65
535.700,AccPause,3770
535.772,AccDirty,65
535.772,AccPause,3835
535.844,AccDirty,65
535.844,AccPause,3900
535.916,AccDirty,65
535.916,AccPause,3965
535.988,AccDirty,65
535.988,AccPause,4030
536.060,AccDirty,65
536.060,AccPause,4095
536.132,AccDirty,65
536.134,AccPause,4160
536.205,AccDirty,2
536.205,AccDirty,2
536.205,AccDirty,2
536.205,AccDirty,9
536.207,AccDirty,9
536.207,AccDirty,16
536.207,AccDirty,16
536.207,AccDirty,23
536.208,AccDirty,23
536.209,AccDirty,30
536.209,AccDirty,37
536.209,AccDirty,37
536.209,AccDirty,44
536.211,AccDirty,44
536.211,AccDirty,44
536.211,AccDirty,44
536.211,AccDirty,44
536.212,AccDirty,51
536.212,AccDirty,51
536.212,AccDirty,51
536.212,AccDirty,58
536.212,AccPause,57
536.270,AccDirty,58
536.270,AccPause,57
536.328,AccDirty,58
536.329,AccPause,57
536.387,AccDirty,58
536.387,AccPause,57
536.445,AccDirty,62
536.445,AccPause,57
536.503,AccDirty,63
536.504,AccPause,65
536.573,AccDirty,64
536.574,AccPause,65
536.645,AccDirty,65
536.645,AccPause,130
536.717,AccDirty,65
536.717,AccPause,195
536.789,AccDirty,65
536.789,AccPause,260
536.861,AccDirty,65
536.861,AccPause,325
536.933,AccDirty,65
536.933,AccPause,390
537.005,AccDirty,65
537.006,AccPause,455
537.078,AccDirty,65
537.078,AccPause,520
537.150,AccDirty,65
537.150,AccPause,585
537.222,AccDirty,65
537.222,AccPause,650
537.294,AccDirty,65
537.294,AccPause,715
537.366,AccDirty,65
537.366,AccPause,780
537.438,AccDirty,65
537.438,AccPause,845
537.510,AccDirty,65
537.510,AccPause,910
537.582,AccDirty,65
537.582,AccPause,975
537.654,AccDirty,65
537.654,AccPause,1040
537.726,AccDirty,65
537.726,AccPause,1105
537.798,AccDirty,65
537.799,AccPause,1170
537.870,AccDirty,65
537.871,AccPause,1235
537.943,AccDirty,65
537.943,AccPause,1300
538.015,AccDirty,65
538.015,AccPause,1365
538.087,AccDirty,65
538.087,AccPause,1430
538.159,AccDirty,65
538.159,AccPause,1495
538.231,AccDirty,65
538.231,AccPause,1560
538.304,AccDirty,65
538.304,AccPause,1625
538.375,AccDirty,65
538.375,AccPause,1690
538.447,AccDirty,65
538.447,AccPause,1755
538.519,AccDirty,65
538.519,AccPause,1820
538.591,AccDirty,65
538.592,AccPause,1885
538.663,AccDirty,65
538.664,AccPause,1950
538.735,AccDirty,65
538.736,AccPause,2015
538.808,AccDirty,65
538.808,AccPause,2080
538.880,AccDirty,65
538.880,AccPause,2145
538.952,AccDirty,65
538.952,AccPause,2210
539.024,AccDirty,65
539.024,AccPause,2275
539.096,AccDirty,65
539.096,AccPause,2340
539.168,AccDirty,65
539.168,AccPause,2405
539.240,AccDirty,65
539.240,AccPause,2470
539.312,AccDirty,65
539.312,AccPause,2535
539.384,AccDirty,65
539.384,AccPause,2600
539.456,AccDirty,65
539.456,AccPause,2665
539.528,AccDirty,65
539.529,AccPause,2730
539.601,AccDirty,65
539.601,AccPause,2795
539.673,AccDirty,65
539.673,AccPause,2860
539.745,AccDirty,65
539.745,AccPause,2925
539.817,AccDirty,65
539.817,AccPause,2990
539.889,AccDirty,65
539.889,AccPause,3055
539.961,AccDirty,65
539.961,AccPause,3120
540.033,AccDirty,65
540.033,AccPause,3185
540.105,AccDirty,65
540.105,AccPause,3250
540.177,AccDirty,65
540.177,AccPause,3315
540.249,AccDirty,65
540.249,AccPause,3380
540.321,AccDirty,65
540.322,AccPause,3445
540.393,AccDirty,65
540.394,AccPause,3510
540.466,AccDirty,65
540.466,AccPause,3575
540.538,AccDirty,65
540.538,AccPause,3640
540.610,AccDirty,65
540.610,AccPause,3705
540.682,AccDirty,65
540.682,AccPause,3770
540.754,AccDirty,65
540.754,AccPause,3835
540.826,AccDirty,65
540.826,AccPause,3900
540.898,AccDirty,65
540.898,AccPause,3965
540.970,AccDirty,65
540.970,AccPause,4030
541.042,AccDirty,65
541.042,AccPause,4095
541.114,AccDirty,65
541.114,AccPause,4160
541.186,AccDirty,65
541.186,AccPause,4225
541.258,AccDirty,69
541.260,AccPause,4290
541.331,AccDirty,0
541.331,AccDirty,0
541.331,AccDirty,7
541.331,AccDirty,7
541.332,AccDirty,14
541.332,AccDirty,21
541.332,AccDirty,21
541.332,AccDirty,28
541.332,AccDirty,28
541.333,AccDirty,35
541.333,AccDirty,35
541.333,AccDirty,42
541.333,AccDirty,49
541.333,AccDirty,49
541.333,AccDirty,49
541.334,AccDirty,49
541.334,AccDirty,49
541.334,AccDirty,56
541.334,AccPause,57
541.392,AccDirty,57
541.392,AccPause,57
541.450,AccDirty,58
541.450,AccPause,57
541.509,AccDirty,59
541.509,AccPause,57
541.567,AccDirty,60
541.567,AccPause,57
541.625,AccDirty,61
541.625,AccPause,57
541.683,AccDirty,62
541.683,AccPause,57
541.741,AccDirty,63
541.741,AccPause,65
541.811,AccDirty,64
541.811,AccPause,65
541.883,AccDirty,65
541.883,AccPause,130
541.955,AccDirty,65
541.955,AccPause,195
542.027,AccDirty,65
542.027,AccPause,260
542.099,AccDirty,65
542.099,AccPause,325
542.171,AccDirty,65
542.171,AccPause,390
542.243,AccDirty,65
542.244,AccPause,455
542.315,AccDirty,65
542.315,AccPause,520
542.387,AccDirty,65
542.388,AccPause,585
542.459,AccDirty,65
542.459,AccPause,650
542.531,AccDirty,65
542.532,AccPause,715
