Time,Event,Value
432.449,AccDirty,66
432.449,AccPause,2904
432.483,AccDirty,66
432.483,AccPause,2937
432.517,AccDirty,66
432.517,AccPause,2970
432.551,AccDirty,66
432.551,AccPause,3003
432.585,AccDirty,66
432.587,AccPause,3036
432.621,AccDirty,66
432.622,AccPause,3069
432.655,AccDirty,66
432.655,AccPause,3102
432.689,AccDirty,66
432.689,AccPause,3135
432.723,AccDirty,66
432.723,AccPause,3168
432.757,AccDirty,66
432.757,AccPause,3201
432.791,AccDirty,66
432.791,AccPause,3234
432.825,AccDirty,66
432.825,AccPause,3267
432.859,AccDirty,66
432.859,AccPause,3300
432.893,AccDirty,66
432.893,AccPause,3333
432.927,AccDirty,66
432.927,AccPause,3366
432.961,AccDirty,66
432.961,AccPause,3399
432.995,AccDirty,66
432.995,AccPause,3432
433.029,AccDirty,66
433.029,AccPause,3465
433.063,AccDirty,66
433.063,AccPause,3498
433.097,AccDirty,66
433.097,AccPause,3531
433.131,AccDirty,66
433.131,AccPause,3564
433.165,AccDirty,66
433.165,AccPause,3597
433.199,AccDirty,66
433.199,AccPause,3630
433.233,AccDirty,66
433.233,AccPause,3663
433.267,AccDirty,66
433.267,AccPause,3696
433.301,AccDirty,66
433.301,AccPause,3729
433.335,AccDirty,66
433.335,AccPause,3762
433.369,AccDirty,66
433.369,AccPause,3795
433.403,AccDirty,66
433.403,AccPause,3828
433.437,AccDirty,66
433.437,AccPause,3861
433.471,AccDirty,66
433.471,AccPause,3894
433.505,AccDirty,66
433.505,AccPause,3927
433.539,AccDirty,66
433.539,AccPause,3960
433.573,AccDirty,66
433.573,AccPause,3993
433.607,AccDirty,66
433.607,AccPause,4026
433.641,AccDirty,66
433.641,AccPause,4059
433.675,AccDirty,66
433.675,AccPause,4092
433.709,AccDirty,66
433.709,AccPause,4125
433.743,AccDirty,66
433.743,AccPause,4158
433.777,AccDirty,66
433.777,AccPause,4223
433.843,AccDirty,66
433.843,AccPause,4288
433.915,AccDirty,66
433.915,AccPause,4353
433.987,AccDirty,66
433.987,AccPause,4418
434.059,AccDirty,66
434.059,AccPause,4483
434.131,AccDirty,66
434.131,AccPause,4548
434.203,AccDirty,66
434.203,AccPause,4613
434.275,AccDirty,66
434.275,AccPause,4678
434.347,AccDirty,66
434.347,AccPause,4743
434.419,AccDirty,66
434.420,AccPause,4808
434.491,AccDirty,69
434.492,AccPause,4873
434.563,AccDirty,0
434.563,AccDirty,0
434.564,AccDirty,7
434.564,AccDirty,7
434.564,AccDirty,14
434.564,AccDirty,21
434.564,AccDirty,21
434.564,AccDirty,28
434.565,AccDirty,28
434.565,AccDirty,35
434.565,AccDirty,35
434.565,AccDirty,42
434.565,AccDirty,49
434.566,AccDirty,49
434.566,AccDirty,49
434.566,AccDirty,49
434.566,AccDirty,49
434.566,AccDirty,56
434.567,AccDirty,56
434.567,AccDirty,56
434.567,AccDirty,63
434.567,AccDirty,63
434.567,AccDirty,63
434.567,AccDirty,63
434.567,AccPause,65
434.636,AccDirty,69
434.636,AccPause,65
434.707,AccDirty,70
434.707,AccPause,130
434.779,AccDirty,70
434.779,AccPause,195
434.851,AccDirty,70
434.851,AccPause,260
434.923,AccDirty,70
434.923,AccPause,325
434.995,AccDirty,70
434.995,AccPause,390
435.067,AccDirty,70
435.067,AccPause,455
435.139,AccDirty,70
435.139,AccPause,520
435.211,AccDirty,70
435.211,AccPause,585
435.283,AccDirty,70
435.283,AccPause,650
435.355,AccDirty,70
435.355,AccPause,715
435.427,AccDirty,70
435.427,AccPause,780
435.499,AccDirty,70
435.499,AccPause,845
435.571,AccDirty,70
435.571,AccPause,910
435.643,AccDirty,70
435.643,AccPause,975
435.715,AccDirty,70
435.715,AccPause,1040
435.787,AccDirty,70
435.787,AccPause,1105
435.859,AccDirty,70
435.859,AccPause,1170
435.931,AccDirty,70
435.931,AccPause,1235
436.002,AccDirty,70
436.003,AccPause,1300
436.074,AccDirty,70
436.075,AccPause,1365
436.146,AccDirty,70
436.147,AccPause,1430
436.218,AccDirty,70
436.219,AccPause,1495
436.290,AccDirty,70
436.291,AccPause,1560
436.362,AccDirty,70
436.363,AccPause,1625
436.434,AccDirty,70
436.434,AccPause,1690
436.507,AccDirty,70
436.507,AccPause,1755
436.578,AccDirty,70
436.579,AccPause,1820
436.650,AccDirty,70
436.650,AccPause,1885
436.722,AccDirty,70
436.723,AccPause,1950
436.794,AccDirty,70
436.794,AccPause,2015
436.866,AccDirty,70
436.866,AccPause,2080
436.938,AccDirty,70
436.939,AccPause,2145
437.010,AccDirty,70
437.011,AccPause,2210
437.082,AccDirty,70
437.082,AccPause,2275
437.154,AccDirty,70
437.154,AccPause,2340
437.226,AccDirty,70
437.227,AccPause,2405
437.298,AccDirty,70
437.298,AccPause,2470
437.370,AccDirty,70
437.370,AccPause,2535
437.442,AccDirty,70
437.442,AccPause,2600
437.514,AccDirty,70
437.514,AccPause,2665
437.586,AccDirty,70
437.586,AccPause,2730
437.658,AccDirty,70
437.658,AccPause,2795
437.730,AccDirty,70
437.730,AccPause,2860
437.802,AccDirty,70
437.802,AccPause,2925
437.874,AccDirty,70
437.874,AccPause,2990
437.946,AccDirty,70
437.946,AccPause,3055
438.018,AccDirty,70
438.018,AccPause,3120
438.090,AccDirty,70
438.090,AccPause,3185
438.162,AccDirty,70
438.163,AccPause,3250
438.234,AccDirty,70
438.234,AccPause,3315
438.306,AccDirty,70
438.306,AccPause,3380
438.378,AccDirty,70
438.378,AccPause,3445
438.450,AccDirty,70
438.450,AccPause,3510
438.522,AccDirty,70
438.523,AccPause,3575
438.594,AccDirty,70
438.594,AccPause,3640
438.666,AccDirty,70
438.666,AccPause,3705
438.738,AccDirty,70
438.738,AccPause,3770
438.810,AccDirty,70
438.810,AccPause,3835
438.882,AccDirty,70
438.882,AccPause,3900
438.954,AccDirty,70
438.955,AccPause,3965
439.026,AccDirty,70
439.026,AccPause,4030
439.098,AccDirty,70
439.098,AccPause,4095
439.170,AccDirty,70
439.170,AccPause,4160
439.242,AccDirty,70
439.242,AccPause,4225
439.314,AccDirty,70
439.314,AccPause,4290
439.386,AccDirty,70
439.386,AccPause,4355
439.458,AccDirty,70
439.458,AccPause,4420
439.530,AccDirty,73
439.531,AccPause,4493
439.610,AccDirty,0
439.610,AccDirty,0
439.611,AccDirty,7
439.611,AccDirty,7
439.611,AccDirty,14
439.611,AccDirty,21
439.612,AccDirty,21
439.612,AccDirty,28
439.612,AccDirty,28
439.612,AccDirty,35
439.612,AccDirty,35
439.612,AccDirty,42
439.613,AccDirty,49
439.613,AccDirty,49
439.613,AccDirty,49
439.614,AccDirty,49
439.614,AccDirty,56
439.614,AccDirty,56
439.614,AccDirty,56
439.614,AccPause,57
439.672,AccDirty,60
439.672,AccDirty,60
439.672,AccPause,65
439.738,AccDirty,65
439.738,AccPause,65
439.810,AccDirty,66
439.810,AccPause,130
439.882,AccDirty,66
439.882,AccPause,195
439.954,AccDirty,66
439.954,AccPause,260
440.026,AccDirty,66
440.026,AccPause,325
440.098,AccDirty,66
440.098,AccPause,390
440.170,AccDirty,66
440.170,AccPause,455
440.242,AccDirty,66
440.242,AccPause,520
440.314,AccDirty,66
440.314,AccPause,585
440.386,AccDirty,66
440.386,AccPause,650
440.458,AccDirty,66
440.458,AccPause,715
440.530,AccDirty,66
440.530,AccPause,780
440.602,AccDirty,66
440.602,AccPause,845
440.674,AccDirty,66
440.674,AccPause,910
440.746,AccDirty,66
440.747,AccPause,975
440.818,AccDirty,66
440.818,AccPause,1040
440.890,AccDirty,66
440.890,AccPause,1105
440.962,AccDirty,66
440.962,AccPause,1170
441.034,AccDirty,66
441.034,AccPause,1235
441.106,AccDirty,66
441.106,AccPause,1300
441.178,AccDirty,66
441.178,AccPause,1365
441.250,AccDirty,66
441.250,AccPause,1430
441.322,AccDirty,66
441.322,AccPause,1495
441.394,AccDirty,66
441.394,AccPause,1560
441.466,AccDirty,66
441.466,AccPause,1625
441.538,AccDirty,66
441.538,AccPause,1690
441.610,AccDirty,66
441.610,AccPause,1755
441.682,AccDirty,66
441.682,AccPause,1820
441.754,AccDirty,66
441.754,AccPause,1885
441.826,AccDirty,66
441.826,AccPause,1950
441.898,AccDirty,66
441.898,AccPause,2015
441.970,AccDirty,66
441.970,AccPause,2080
442.042,AccDirty,66
442.042,AccPause,2145
442.114,AccDirty,66
442.114,AccPause,2210
442.186,AccDirty,66
442.186,AccPause,2275
442.258,AccDirty,66
442.258,AccPause,2340
442.330,AccDirty,66
442.330,AccPause,2405
442.402,AccDirty,66
442.402,AccPause,2470
442.474,AccDirty,66
442.474,AccPause,2535
442.546,AccDirty,66
442.546,AccPause,2600
442.618,AccDirty,66
442.618,AccPause,2665
442.690,AccDirty,66
442.690,AccPause,2730
442.762,AccDirty,66
442.762,AccPause,2795
442.834,AccDirty,66
442.834,AccPause,2860
442.905,AccDirty,66
442.906,AccPause,2925
442.978,AccDirty,66
442.978,AccPause,2990
443.049,AccDirty,66
443.050,AccPause,3055
443.121,AccDirty,66
443.122,AccPause,3120
443.193,AccDirty,66
443.194,AccPause,3185
443.265,AccDirty,66
443.265,AccPause,3250
443.337,AccDirty,66
443.337,AccPause,3315
443.409,AccDirty,66
443.409,AccPause,3380
443.481,AccDirty,66
443.481,AccPause,3445
443.553,AccDirty,66
443.554,AccPause,3510
443.625,AccDirty,66
443.625,AccPause,3575
443.697,AccDirty,66
443.697,AccPause,3640
443.769,AccDirty,66
443.769,AccPause,3705
443.841,AccDirty,66
443.841,AccPause,3770
443.913,AccDirty,66
443.913,AccPause,3835
443.985,AccDirty,66
443.986,AccPause,3900
444.057,AccDirty,66
444.057,AccPause,3965
444.129,AccDirty,66
444.129,AccPause,4030
444.201,AccDirty,66
444.201,AccPause,4095
444.273,AccDirty,66
444.273,AccPause,4160
444.345,AccDirty,66
444.345,AccPause,4225
444.417,AccDirty,66
444.417,AccPause,4290
444.489,AccDirty,66
444.489,AccPause,4355
444.561,AccDirty,66
444.561,AccPause,4420
444.633,AccDirty,66
444.634,AccPause,4485
444.705,AccDirty,3
444.706,AccDirty,3
444.706,AccDirty,3
444.706,AccDirty,3
444.706,AccDirty,10
444.706,AccDirty,17
444.707,AccDirty,17
444.707,AccDirty,24
444.707,AccDirty,24
444.707,AccDirty,31
444.707,AccDirty,31
444.708,AccDirty,38
444.708,AccDirty,45
444.708,AccDirty,45
444.709,AccDirty,52
444.709,AccDirty,52
444.709,AccDirty,52
444.709,AccDirty,52
444.709,AccDirty,59
444.709,AccPause,57
444.767,AccDirty,59
444.767,AccDirty,59
444.767,AccPause,57
444.826,AccDirty,59
444.826,AccDirty,59
444.827,AccPause,57
444.885,AccDirty,59
444.885,AccPause,65
444.954,AccDirty,59
444.954,AccDirty,66
444.954,AccPause,65
445.025,AccDirty,66
445.026,AccPause,130
445.097,AccDirty,66
445.097,AccPause,195
445.169,AccDirty,66
445.169,AccPause,260
445.241,AccDirty,66
445.241,AccPause,325
445.313,AccDirty,66
445.313,AccPause,390
445.385,AccDirty,66
445.385,AccPause,455
445.457,AccDirty,66
445.457,AccPause,520
445.529,AccDirty,66
445.529,AccPause,585
445.601,AccDirty,66
445.601,AccPause,650
445.673,AccDirty,66
445.673,AccPause,715
445.745,AccDirty,66
445.745,AccPause,780
445.817,AccDirty,66
445.817,AccPause,845
445.889,AccDirty,66
445.889,AccPause,910
445.961,AccDirty,66
445.962,AccPause,975
446.033,AccDirty,66
446.033,AccPause,1040
446.105,AccDirty,66
446.105,AccPause,1105
446.177,AccDirty,66
446.177,AccPause,1170
446.249,AccDirty,66
446.249,AccPause,1235
446.321,AccDirty,66
446.321,AccPause,1300
446.393,AccDirty,66
446.393,AccPause,1365
446.464,AccDirty,66
446.465,AccPause,1430
446.536,AccDirty,66
446.537,AccPause,1495
446.608,AccDirty,66
446.609,AccPause,1560
446.680,AccDirty,66
446.680,AccPause,1625
446.752,AccDirty,66
446.752,AccPause,1690
446.824,AccDirty,66
446.825,AccPause,1755
446.896,AccDirty,66
446.896,AccPause,1820
446.968,AccDirty,66
446.968,AccPause,1885
447.040,AccDirty,66
447.040,AccPause,1950
447.112,AccDirty,66
447.112,AccPause,2015
447.184,AccDirty,66
447.184,AccPause,2080
447.256,AccDirty,66
447.256,AccPause,2145
447.328,AccDirty,66
447.328,AccPause,2210
447.400,AccDirty,66
447.400,AccPause,2275
447.472,AccDirty,66
447.472,AccPause,2340
447.544,AccDirty,66
447.544,AccPause,2405
447.616,AccDirty,66
447.616,AccPause,2470
447.688,AccDirty,66
447.688,AccPause,2535
447.760,AccDirty,66
447.760,AccPause,2600
447.832,AccDirty,66
447.832,AccPause,2665
447.903,AccDirty,66
447.904,AccPause,2730
447.976,AccDirty,66
447.976,AccPause,2795
448.047,AccDirty,66
448.048,AccPause,2860
448.119,AccDirty,66
448.119,AccPause,2925
448.191,AccDirty,66
448.191,AccPause,2990
448.263,AccDirty,66
448.263,AccPause,3055
448.335,AccDirty,66
448.335,AccPause,3120
448.407,AccDirty,66
448.407,AccPause,3185
448.479,AccDirty,66
448.479,AccPause,3250
448.551,AccDirty,66
448.551,AccPause,3315
448.623,AccDirty,66
448.623,AccPause,3380
448.695,AccDirty,66
448.695,AccPause,3445
448.767,AccDirty,66
448.767,AccPause,3510
448.839,AccDirty,66
448.839,AccPause,3575
448.911,AccDirty,66
448.911,AccPause,3640
448.983,AccDirty,66
448.983,AccPause,3705
449.055,AccDirty,66
449.055,AccPause,3770
449.127,AccDirty,66
449.127,AccPause,3835
449.199,AccDirty,66
449.199,AccPause,3900
449.271,AccDirty,66
449.271,AccPause,3965
449.342,AccDirty,66
449.342,AccPause,4030
449.414,AccDirty,66
449.414,AccPause,4095
449.486,AccDirty,66
449.486,AccPause,4160
449.558,AccDirty,66
449.558,AccPause,4225
449.630,AccDirty,66
449.631,AccPause,4290
449.702,AccDirty,69
449.703,AccPause,4355
449.774,AccDirty,0
449.775,AccDirty,0
449.775,AccDirty,0
449.775,AccDirty,7
449.775,AccDirty,7
449.775,AccDirty,14
449.776,AccDirty,21
449.776,AccDirty,21
449.776,AccDirty,28
449.776,AccDirty,28
449.776,AccDirty,35
449.778,AccDirty,35
449.778,AccDirty,42
449.778,AccDirty,49
449.779,AccDirty,49
449.779,AccDirty,49
449.779,AccDirty,49
449.779,AccDirty,56
449.779,AccPause,57
449.836,AccDirty,57
449.837,AccPause,57
449.894,AccDirty,58
449.894,AccPause,57
449.952,AccDirty,59
449.952,AccPause,57
450.010,AccDirty,60
450.010,AccPause,57
450.068,AccDirty,61
450.068,AccPause,57
450.126,AccDirty,62
450.126,AccPause,57
450.184,AccDirty,63
450.184,AccPause,65
450.254,AccDirty,64
450.254,AccPause,65
450.326,AccDirty,65
450.326,AccPause,130
450.398,AccDirty,65
450.398,AccPause,195
450.470,AccDirty,65
450.470,AccPause,260
450.542,AccDirty,65
450.542,AccPause,325
450.614,AccDirty,65
450.614,AccPause,390
450.685,AccDirty,65
450.686,AccPause,455
450.757,AccDirty,65
450.758,AccPause,520
450.829,AccDirty,65
450.829,AccPause,585
450.901,AccDirty,65
450.902,AccPause,650
450.973,AccDirty,65
450.973,AccPause,715
451.045,AccDirty,65
451.045,AccPause,780
451.117,AccDirty,65
451.117,AccPause,845
451.189,AccDirty,65
451.189,AccPause,910
451.261,AccDirty,65
451.261,AccPause,975
451.333,AccDirty,65
451.333,AccPause,1040
451.405,AccDirty,65
451.405,AccPause,1105
451.477,AccDirty,65
451.477,AccPause,1170
451.549,AccDirty,65
451.550,AccPause,1235
451.621,AccDirty,65
451.621,AccPause,1300
451.693,AccDirty,65
451.693,AccPause,1365
451.765,AccDirty,65
451.765,AccPause,1430
451.837,AccDirty,65
451.837,AccPause,1495
451.909,AccDirty,65
451.909,AccPause,1560
451.981,AccDirty,65
451.981,AccPause,1625
452.053,AccDirty,65
452.053,AccPause,1690
452.124,AccDirty,65
452.125,AccPause,1755
452.196,AccDirty,65
452.196,AccPause,1820
452.268,AccDirty,65
452.268,AccPause,1885
452.340,AccDirty,65
452.340,AccPause,1950
452.412,AccDirty,65
452.412,AccPause,2015
452.484,AccDirty,65
452.484,AccPause,2080
452.556,AccDirty,65
452.556,AccPause,2145
452.628,AccDirty,65
452.628,AccPause,2210
452.700,AccDirty,65
452.700,AccPause,2275
452.772,AccDirty,65
452.772,AccPause,2340
452.844,AccDirty,65
452.844,AccPause,2405
452.916,AccDirty,65
452.916,AccPause,2470
452.988,AccDirty,65
452.988,AccPause,2535
453.060,AccDirty,65
453.060,AccPause,2600
453.132,AccDirty,65
453.132,AccPause,2665
453.204,AccDirty,65
453.204,AccPause,2730
453.276,AccDirty,65
453.276,AccPause,2795
453.348,AccDirty,65
453.348,AccPause,2860
453.420,AccDirty,65
453.420,AccPause,2925
453.492,AccDirty,65
453.492,AccPause,2990
453.564,AccDirty,65
453.564,AccPause,3055
453.635,AccDirty,65
453.635,AccPause,3120
453.707,AccDirty,65
453.707,AccPause,3185
453.779,AccDirty,65
453.779,AccPause,3250
453.851,AccDirty,65
453.851,AccPause,3315
453.923,AccDirty,65
453.923,AccPause,3380
453.995,AccDirty,65
453.995,AccPause,3445
454.067,AccDirty,65
454.068,AccPause,3510
454.139,AccDirty,65
454.139,AccPause,3575
454.211,AccDirty,65
454.211,AccPause,3640
454.283,AccDirty,65
454.283,AccPause,3705
454.355,AccDirty,65
454.355,AccPause,3770
454.427,AccDirty,65
454.427,AccPause,3835
454.499,AccDirty,65
454.499,AccPause,3900
454.571,AccDirty,65
454.571,AccPause,3965
454.643,AccDirty,65
454.643,AccPause,4030
454.715,AccDirty,65
454.716,AccPause,4095
454.787,AccDirty,2
454.787,AccDirty,2
454.787,AccDirty,2
454.787,AccDirty,9
454.788,AccDirty,9
454.788,AccDirty,16
454.788,AccDirty,16
454.788,AccDirty,23
454.788,AccDirty,23
454.789,AccDirty,30
454.789,AccDirty,37
454.789,AccDirty,37
454.789,AccDirty,44
454.789,AccDirty,44
454.790,AccDirty,51
454.790,AccDirty,51
454.790,AccDirty,51
454.790,AccDirty,51
454.791,AccDirty,58
454.791,AccPause,57
454.849,AccDirty,58
454.849,AccPause,57
454.907,AccDirty,58
454.907,AccPause,57
454.965,AccDirty,58
454.965,AccPause,57
455.024,AccDirty,58
455.024,AccPause,57
455.082,AccDirty,58
455.082,AccPause,65
455.154,AccDirty,65
455.155,AccPause,65
455.226,AccDirty,65
455.226,AccPause,130
455.299,AccDirty,65
455.299,AccPause,195
455.370,AccDirty,65
455.370,AccPause,260
455.442,AccDirty,65
455.442,AccPause,325
455.514,AccDirty,65
455.514,AccPause,390
455.586,AccDirty,65
455.586,AccPause,455
455.658,AccDirty,65
455.658,AccPause,520
455.730,AccDirty,65
455.730,AccPause,585
455.802,AccDirty,65
455.802,AccPause,650
455.874,AccDirty,65
455.874,AccPause,715
455.946,AccDirty,65
455.946,AccPause,780
456.018,AccDirty,65
456.018,AccPause,845
456.090,AccDirty,65
456.090,AccPause,910
456.162,AccDirty,65
456.162,AccPause,975
456.234,AccDirty,65
456.234,AccPause,1040
456.305,AccDirty,65
456.306,AccPause,1105
456.377,AccDirty,65
456.377,AccPause,1170
456.450,AccDirty,65
456.450,AccPause,1235
456.521,AccDirty,65
456.521,AccPause,1300
456.593,AccDirty,65
456.593,AccPause,1365
456.665,AccDirty,65
456.665,AccPause,1430
456.737,AccDirty,65
456.737,AccPause,1495
456.809,AccDirty,65
456.809,AccPause,1560
456.881,AccDirty,65
456.881,AccPause,1625
456.953,AccDirty,65
456.953,AccPause,1690
457.025,AccDirty,65
457.026,AccPause,1755
457.097,AccDirty,65
457.097,AccPause,1820
457.169,AccDirty,65
457.169,AccPause,1885
457.241,AccDirty,65
457.241,AccPause,1950
457.313,AccDirty,65
457.313,AccPause,2015
457.385,AccDirty,65
457.385,AccPause,2080
457.457,AccDirty,65
457.457,AccPause,2145
457.529,AccDirty,65
457.529,AccPause,2210
457.601,AccDirty,65
457.601,AccPause,2275
457.673,AccDirty,65
457.673,AccPause,2340
457.744,AccDirty,65
457.745,AccPause,2405
457.816,AccDirty,65
457.817,AccPause,2470
457.888,AccDirty,65
457.888,AccPause,2535
457.960,AccDirty,65
457.960,AccPause,2600
458.033,AccDirty,65
458.033,AccPause,2665
458.104,AccDirty,65
458.104,AccPause,2730
458.176,AccDirty,65
458.176,AccPause,2795
458.248,AccDirty,65
458.248,AccPause,2860
458.320,AccDirty,65
458.321,AccPause,2925
458.392,AccDirty,65
458.392,AccPause,2990
458.464,AccDirty,65
458.464,AccPause,3055
458.536,AccDirty,65
458.536,AccPause,3120
458.608,AccDirty,65
458.608,AccPause,3185
458.680,AccDirty,65
458.680,AccPause,3250
458.752,AccDirty,65
458.752,AccPause,3315
458.824,AccDirty,65
458.824,AccPause,3380
458.896,AccDirty,65
458.896,AccPause,3445
458.968,AccDirty,65
458.968,AccPause,3510
459.041,AccDirty,65
459.041,AccPause,3575
459.112,AccDirty,65
459.112,AccPause,3640
459.183,AccDirty,65
459.184,AccPause,3705
459.255,AccDirty,65
459.255,AccPause,3770
459.327,AccDirty,65
459.327,AccPause,3835
459.399,AccDirty,65
459.399,AccPause,3900
459.471,AccDirty,65
459.472,AccPause,3965
459.543,AccDirty,65
459.544,AccPause,4030
459.615,AccDirty,65
459.615,AccPause,4095
459.687,AccDirty,65
459.687,AccPause,4160
459.759,AccDirty,65
459.759,AccPause,4225
459.831,AccDirty,68
459.831,AccPause,4290
459.903,AccDirty,0
459.903,AccDirty,0
459.904,AccDirty,0
459.904,AccDirty,7
459.904,AccDirty,7
459.904,AccDirty,14
459.904,AccDirty,21
459.905,AccDirty,21
459.905,AccDirty,28
459.905,AccDirty,28
459.905,AccDirty,35
459.905,AccDirty,35
459.906,AccDirty,42
459.906,AccDirty,49
459.906,AccPause,49
459.955,AccDirty,49
459.955,AccDirty,49
459.955,AccDirty,49
459.955,AccDirty,56
459.955,AccPause,57
460.013,AccDirty,56
460.013,AccPause,57
460.071,AccDirty,57
460.072,AccPause,57
460.130,AccDirty,58
460.130,AccPause,57
460.188,AccDirty,59
460.188,AccPause,57
460.246,AccDirty,60
460.246,AccPause,57
460.304,AccDirty,61
460.304,AccPause,57
460.362,AccDirty,62
460.362,AccPause,57
460.420,AccDirty,63
460.420,AccPause,65
460.487,AccDirty,63
460.487,AccPause,65
460.559,AccDirty,63
460.559,AccPause,65
460.631,AccDirty,63
460.631,AccPause,65
460.703,AccDirty,63
460.703,AccPause,65
460.774,AccDirty,63
460.774,AccPause,65
460.846,AccDirty,70
460.846,AccPause,65
460.918,AccDirty,70
460.918,AccPause,130
460.990,AccDirty,70
460.990,AccPause,195
461.064,AccDirty,70
461.064,AccPause,260
461.134,AccDirty,70
461.134,AccPause,325
461.206,AccDirty,70
461.206,AccPause,390
461.278,AccDirty,70
461.278,AccPause,455
461.350,AccDirty,70
461.350,AccPause,520
461.422,AccDirty,70
461.422,AccPause,585
461.494,AccDirty,70
461.494,AccPause,650
461.566,AccDirty,70
461.566,AccPause,715
461.638,AccDirty,70
461.638,AccPause,780
461.710,AccDirty,70
461.710,AccPause,845
461.782,AccDirty,70
461.782,AccPause,910
461.854,AccDirty,70
461.854,AccPause,975
461.926,AccDirty,70
461.926,AccPause,1040
461.998,AccDirty,70
461.998,AccPause,1105
462.070,AccDirty,70
462.072,AccPause,1170
462.142,AccDirty,70
462.142,AccPause,1235
462.214,AccDirty,70
462.214,AccPause,1300
462.286,AccDirty,70
462.286,AccPause,1365
462.358,AccDirty,70
462.358,AccPause,1430
462.430,AccDirty,70
462.430,AccPause,1495
462.502,AccDirty,70
462.502,AccPause,1560
462.574,AccDirty,70
462.574,AccPause,1625
462.646,AccDirty,70
462.646,AccPause,1690
462.718,AccDirty,70
462.718,AccPause,1755
462.790,AccDirty,70
462.790,AccPause,1820
462.862,AccDirty,70
462.862,AccPause,1885
462.934,AccDirty,70
462.934,AccPause,1950
463.006,AccDirty,70
463.006,AccPause,2015
463.078,AccDirty,70
463.078,AccPause,2080
463.150,AccDirty,70
463.150,AccPause,2145
463.222,AccDirty,70
463.222,AccPause,2210
463.294,AccDirty,70
463.294,AccPause,2275
463.366,AccDirty,70
463.366,AccPause,2340
463.437,AccDirty,70
463.438,AccPause,2405
463.510,AccDirty,70
463.510,AccPause,2470
463.581,AccDirty,70
463.582,AccPause,2535
463.653,AccDirty,70
463.654,AccPause,2600
463.725,AccDirty,70
463.726,AccPause,2665
463.797,AccDirty,70
463.797,AccPause,2730
463.869,AccDirty,70
463.869,AccPause,2795
463.941,AccDirty,70
463.942,AccPause,2860
464.013,AccDirty,70
464.013,AccPause,2925
464.085,AccDirty,70
464.086,AccPause,2990
464.157,AccDirty,70
464.157,AccPause,3055
464.229,AccDirty,70
464.229,AccPause,3120
464.301,AccDirty,70
464.301,AccPause,3185
464.373,AccDirty,70
464.373,AccPause,3250
464.445,AccDirty,70
464.445,AccPause,3315
464.517,AccDirty,70
464.518,AccPause,3380
464.589,AccDirty,70
464.589,AccPause,3445
464.661,AccDirty,70
464.661,AccPause,3510
464.733,AccDirty,70
464.734,AccPause,3575
464.805,AccDirty,70
464.805,AccPause,3640
464.877,AccDirty,70
464.878,AccPause,3705
464.949,AccDirty,70
464.949,AccPause,3778
465.029,AccDirty,0
465.030,AccDirty,0
465.030,AccDirty,7
465.030,AccDirty,7
465.030,AccDirty,14
465.031,AccDirty,21
465.031,AccDirty,21
465.031,AccDirty,28
465.031,AccDirty,28
465.031,AccDirty,35
465.032,AccDirty,35
465.032,AccDirty,42
465.032,AccDirty,49
465.032,AccDirty,49
465.033,AccDirty,49
465.033,AccDirty,49
465.033,AccDirty,56
465.033,AccPause,57
465.091,AccDirty,56
465.091,AccPause,57
465.149,AccDirty,56
465.149,AccPause,57
465.207,AccDirty,56
465.207,AccPause,57
465.264,AccDirty,56
465.264,AccPause,57
465.322,AccDirty,56
465.322,AccPause,57
465.380,AccDirty,56
465.380,AccPause,57
465.438,AccDirty,62
465.438,AccPause,57
465.496,AccDirty,63
465.496,AccPause,65
465.566,AccDirty,64
465.566,AccPause,65
465.637,AccDirty,65
465.637,AccPause,130
465.709,AccDirty,65
465.709,AccPause,195
465.781,AccDirty,65
465.781,AccPause,260
465.853,AccDirty,65
465.853,AccPause,325
465.925,AccDirty,65
465.925,AccPause,390
465.997,AccDirty,65
465.997,AccPause,455
466.069,AccDirty,65
466.069,AccPause,520
466.141,AccDirty,65
466.141,AccPause,585
466.213,AccDirty,65
466.213,AccPause,650
466.285,AccDirty,65
466.285,AccPause,715
466.357,AccDirty,65
466.357,AccPause,780
466.429,AccDirty,65
466.429,AccPause,845
466.502,AccDirty,65
466.502,AccPause,910
466.573,AccDirty,65
466.573,AccPause,975
466.645,AccDirty,65
466.645,AccPause,1040
466.717,AccDirty,65
466.717,AccPause,1105
466.789,AccDirty,65
466.789,AccPause,1170
466.861,AccDirty,65
466.861,AccPause,1235
466.933,AccDirty,65
466.933,AccPause,1300
467.005,AccDirty,65
467.005,AccPause,1365
467.077,AccDirty,65
467.077,AccPause,1430
467.149,AccDirty,65
467.149,AccPause,1495
467.221,AccDirty,65
467.221,AccPause,1560
467.293,AccDirty,65
467.293,AccPause,1625
467.365,AccDirty,65
467.365,AccPause,1690
467.437,AccDirty,65
467.437,AccPause,1755
467.509,AccDirty,65
467.509,AccPause,1820
467.581,AccDirty,65
467.581,AccPause,1885
467.653,AccDirty,65
467.653,AccPause,1950
467.725,AccDirty,65
467.725,AccPause,2015
467.797,AccDirty,65
467.797,AccPause,2080
467.869,AccDirty,65
467.869,AccPause,2145
467.941,AccDirty,65
467.941,AccPause,2210
468.013,AccDirty,65
468.013,AccPause,2275
468.085,AccDirty,65
468.085,AccPause,2340
468.157,AccDirty,65
468.157,AccPause,2405
